1	N	66
1	J	67
2	N	67
2	J	67
1	W	67
3	N	82
3	J	82
2	E	86
1	R	86
4	N	87
4	J	87
1	W	87
3	W	93
5	N	125
5	J	125
4	W	126
4	J	128
5	E	128
4	W	133
0	W	133
0	W	133
0	W	134
0	W	134
0	W	134
0	W	134
0	W	134
0	W	134
0	W	134
0	W	134
0	W	134
0	W	134
0	W	134
0	W	134
0	W	134
0	W	134
0	W	134
0	W	134
0	W	135
0	W	135
0	W	135
0	W	135
0	W	135
0	W	135
0	W	135
0	W	135
0	W	135
0	W	135
0	W	135
0	W	135
0	W	135
0	W	135
0	W	135
0	W	135
0	W	135
0	W	136
0	W	136
0	W	136
0	W	136
0	W	136
0	W	136
0	W	136
0	W	136
0	W	136
0	W	136
0	W	136
0	W	136
0	W	136
0	W	136
0	W	136
0	W	136
0	W	137
0	W	137
0	W	137
0	W	137
0	W	137
0	W	137
0	W	137
0	W	137
0	W	137
0	W	137
0	W	137
0	W	137
0	W	137
0	W	137
0	W	137
0	W	137
0	W	137
0	W	138
0	W	138
0	W	138
0	W	138
0	W	138
0	W	138
0	W	138
0	W	138
0	W	138
0	W	138
0	W	138
0	W	138
0	W	138
0	W	138
0	W	138
0	W	138
0	W	138
0	W	139
0	W	139
0	W	139
0	W	139
0	W	139
0	W	139
0	W	139
0	W	139
0	W	139
0	W	139
0	W	139
0	W	139
0	W	139
0	W	139
0	W	139
0	W	139
0	W	140
0	W	140
0	W	140
0	W	140
0	W	140
0	W	140
0	W	140
0	W	140
0	W	140
0	W	140
0	W	140
0	W	140
0	W	140
0	W	140
0	W	140
0	W	141
0	W	141
0	W	141
0	W	141
0	W	141
0	W	141
0	W	141
0	W	141
0	W	141
0	W	141
0	W	141
0	W	141
0	W	141
0	W	141
0	W	141
0	W	141
0	W	142
0	W	142
0	W	142
0	W	142
0	W	142
0	W	142
0	W	142
0	W	142
0	W	142
0	W	142
0	W	142
0	W	142
0	W	142
0	W	142
0	W	142
0	W	142
0	W	142
0	W	143
0	W	143
0	W	143
0	W	143
0	W	143
0	W	143
0	W	143
0	W	143
0	W	143
0	W	143
0	W	143
0	W	143
0	W	143
0	W	143
0	W	143
0	W	143
0	W	144
0	W	144
0	W	144
0	W	144
0	W	144
0	W	144
0	W	144
0	W	144
0	W	144
0	W	144
0	W	144
0	W	144
0	W	144
0	W	144
0	W	144
0	W	144
0	W	144
0	W	145
0	W	145
0	W	145
0	W	145
0	W	145
0	W	145
0	W	145
0	W	145
0	W	145
0	W	145
0	W	145
0	W	145
0	W	145
0	W	145
0	W	145
0	W	145
0	W	145
0	W	146
0	W	146
0	W	146
0	W	146
0	W	146
0	W	146
0	W	146
0	W	146
0	W	146
0	W	146
0	W	146
0	W	146
0	W	146
0	W	146
0	W	146
0	W	146
0	W	147
0	W	147
0	W	147
0	W	147
0	W	147
0	W	147
0	W	147
0	W	147
0	W	147
0	W	147
0	W	147
0	W	147
0	W	147
0	W	147
0	W	147
0	W	147
0	W	147
0	W	148
0	W	148
0	W	148
0	W	148
0	W	148
0	W	148
0	W	148
0	W	148
0	W	148
0	W	148
0	W	148
0	W	148
0	W	148
0	W	148
0	W	149
0	W	149
0	W	149
0	W	149
0	W	149
0	W	149
0	W	149
0	W	149
0	W	149
0	W	149
0	W	149
0	W	149
0	W	149
